Date,Sales,Region,Product_Category,Customer_Segment,Sales_Rep,Channel
2023-04-11,1852.8248767268544,South,Home & Garden,Premium,Rep_07,Online
2023-04-11,2223.3898520722255,North,Clothing,Premium,Rep_18,Online
2023-04-11,926.4124383634272,East,Sports,Budget,Rep_11,Retail
2023-04-11,926.4124383634272,North,Sports,Premium,Rep_08,Retail
2023-04-11,1010.6317509419206,West,Clothing,Standard,Rep_20,Partner
2023-04-11,1852.8248767268544,South,Sports,Standard,Rep_13,Retail
2023-04-11,1389.6186575451409,South,Sports,Budget,Rep_08,Online
2023-04-12,969.5068303469673,East,Clothing,Standard,Rep_07,Online
2023-04-12,1400.3987549456194,North,Books,Budget,Rep_16,Retail
2023-04-12,1260.3588794510574,West,Home & Garden,Premium,Rep_10,Partner
2023-04-12,1800.512684930082,East,Home & Garden,Budget,Rep_07,Retail
2023-04-12,1145.7807995009614,North,Clothing,Standard,Rep_16,Online
2023-04-12,969.5068303469673,North,Sports,Standard,Rep_12,Retail
2023-04-12,1145.7807995009614,North,Clothing,Premium,Rep_04,Retail
2023-04-12,1400.3987549456194,East,Books,Budget,Rep_19,Partner
2023-04-12,1800.512684930082,North,Clothing,Budget,Rep_12,Partner
2023-04-12,1050.2990662092145,West,Books,Standard,Rep_15,Online
2023-04-12,2520.717758902115,West,Books,Budget,Rep_01,Retail
2023-04-12,1050.2990662092145,West,Clothing,Premium,Rep_20,Online
2023-04-12,1050.2990662092145,North,Electronics,Standard,Rep_10,Online
2023-04-12,1050.2990662092145,East,Books,Standard,Rep_20,Retail
2023-04-13,1155.832721449483,East,Clothing,Premium,Rep_16,Online
2023-04-13,1816.3085622777592,East,Clothing,Standard,Rep_08,Online
2023-04-13,2542.8319871888625,West,Clothing,Standard,Rep_09,Online
2023-04-13,2542.8319871888625,East,Home & Garden,Standard,Rep_10,Retail
2023-04-13,1816.3085622777592,South,Clothing,Standard,Rep_14,Online
2023-04-13,978.0123027649472,West,Clothing,Standard,Rep_17,Online
2023-04-13,1271.4159935944313,North,Clothing,Premium,Rep_08,Online
2023-04-14,1502.202118990745,West,Home & Garden,Premium,Rep_20,Retail
2023-04-14,1092.510631993269,South,Electronics,Standard,Rep_11,Retail
2023-04-14,858.4012108518543,East,Electronics,Standard,Rep_07,Partner
2023-04-14,858.4012108518543,South,Clothing,Budget,Rep_04,Retail
2023-04-14,2403.523390385192,South,Home & Garden,Standard,Rep_15,Online
2023-04-14,2403.523390385192,West,Home & Garden,Standard,Rep_08,Retail
2023-04-14,924.4320732250739,North,Home & Garden,Budget,Rep_16,Online
2023-04-14,1201.761695192596,East,Clothing,Premium,Rep_03,Partner
2023-04-14,1092.510631993269,East,Home & Garden,Standard,Rep_05,Retail
2023-04-14,1201.761695192596,North,Clothing,Budget,Rep_14,Online
2023-04-15,1179.1849628406733,West,Clothing,Standard,Rep_18,Partner
2023-04-15,2594.206918249481,East,Clothing,Premium,Rep_06,Retail
2023-04-15,997.7718916344159,East,Electronics,Premium,Rep_17,Online
2023-04-15,1179.1849628406733,South,Clothing,Budget,Rep_18,Retail
2023-04-15,1297.1034591247405,West,Clothing,Premium,Rep_06,Retail
2023-04-15,997.7718916344159,North,Books,Budget,Rep_20,Retail
2023-04-15,926.5024708033861,West,Clothing,Budget,Rep_20,Retail
2023-04-15,997.7718916344159,West,Sports,Standard,Rep_08,Retail
2023-04-15,1853.0049416067723,North,Electronics,Budget,Rep_08,Online
2023-04-15,1297.1034591247405,East,Electronics,Premium,Rep_14,Retail
2023-04-15,1297.1034591247405,East,Clothing,Premium,Rep_02,Partner
2023-04-15,2594.206918249481,West,Clothing,Standard,Rep_13,Retail
2023-04-16,1726.2627634982127,East,Electronics,Standard,Rep_06,Partner
2023-04-16,2301.6836846642836,East,Home & Garden,Standard,Rep_12,Online
2023-04-16,1972.8717297122432,East,Clothing,Standard,Rep_15,Online
2023-04-16,1150.8418423321418,North,Clothing,Budget,Rep_17,Online
2023-04-16,986.4358648561216,East,Electronics,Standard,Rep_05,Partner
2023-04-17,1232.5771661378535,North,Clothing,Budget,Rep_07,Online
2023-04-17,1144.5359399851498,West,Electronics,Standard,Rep_04,Retail
2023-04-17,1232.5771661378535,North,Clothing,Budget,Rep_16,Partner
2023-04-17,2670.5838599653493,East,Clothing,Premium,Rep_13,Retail
2023-04-17,1456.682105435645,West,Electronics,Premium,Rep_11,Online
2023-04-17,1456.682105435645,North,Books,Premium,Rep_19,Online
2023-04-17,1335.2919299826747,West,Home & Garden,Budget,Rep_06,Online
2023-04-17,1456.682105435645,West,Sports,Standard,Rep_11,Online
2023-04-17,2289.0718799702995,East,Books,Standard,Rep_07,Partner
2023-04-17,3204.7006319584193,East,Clothing,Premium,Rep_11,Online
2023-04-17,1780.3892399768997,East,Electronics,Budget,Rep_14,Online
2023-04-18,1222.3117318065192,North,Electronics,Budget,Rep_17,Online
2023-04-18,1034.2637730670547,South,Home & Garden,Premium,Rep_06,Retail
2023-04-18,1344.5429049871711,South,Clothing,Standard,Rep_20,Online
2023-04-18,1120.4524208226426,West,Electronics,Standard,Rep_16,Online
2023-04-18,1120.4524208226426,East,Sports,Budget,Rep_15,Partner
2023-04-19,2259.728241334157,South,Clothing,Standard,Rep_05,Online
2023-04-19,1042.95149600038,South,Clothing,Standard,Rep_17,Retail
2023-04-19,2711.673889600988,South,Home & Garden,Budget,Rep_11,Retail
2023-04-19,2259.728241334157,North,Electronics,Standard,Rep_12,Online
2023-04-19,1232.5790407277218,North,Home & Garden,Premium,Rep_01,Online
2023-04-19,1355.836944800494,East,Home & Garden,Standard,Rep_08,Retail
2023-04-19,1355.836944800494,South,Clothing,Standard,Rep_14,Online
2023-04-19,1355.836944800494,East,Home & Garden,Standard,Rep_11,Retail
2023-04-19,2711.673889600988,West,Books,Premium,Rep_09,Partner
2023-04-19,1232.5790407277218,North,Clothing,Standard,Rep_15,Retail
2023-04-19,1355.836944800494,West,Electronics,Standard,Rep_20,Retail
2023-04-19,1355.836944800494,East,Sports,Premium,Rep_18,Online
2023-04-19,1042.95149600038,North,Electronics,Standard,Rep_07,Online
2023-04-19,968.4549605717814,East,Home & Garden,Standard,Rep_19,Online
2023-04-20,1186.1822048389442,South,Electronics,Budget,Rep_20,Online
2023-04-20,2609.6008506456774,East,Sports,Premium,Rep_13,Retail
2023-04-20,1087.3336877690324,West,Electronics,Standard,Rep_01,Online
2023-04-20,1864.0006076040554,North,Clothing,Standard,Rep_07,Online
2023-04-20,1864.0006076040554,North,Sports,Premium,Rep_15,Online
2023-04-20,932.0003038020277,East,Home & Garden,Standard,Rep_10,Online
2023-04-20,1087.3336877690324,East,Clothing,Standard,Rep_02,Partner
2023-04-20,2609.6008506456774,West,Clothing,Standard,Rep_08,Online
2023-04-21,789.8690600078194,South,Electronics,Premium,Rep_07,Online
2023-04-21,1466.8996828716645,East,Electronics,Standard,Rep_16,Retail
2023-04-21,1140.92197556685,West,Home & Garden,Premium,Rep_08,Online
2023-04-21,2053.6595560203305,West,Clothing,Premium,Rep_11,Partner
2023-04-21,855.6914816751377,North,Home & Garden,Standard,Rep_13,Online
2023-04-21,855.6914816751377,West,Electronics,Premium,Rep_03,Partner
2023-04-21,733.4498414358322,West,Home & Garden,Premium,Rep_15,Partner
2023-04-21,1140.92197556685,North,Home & Garden,Standard,Rep_07,Online
2023-04-21,789.8690600078194,North,Electronics,Budget,Rep_09,Online
2023-04-21,2053.6595560203305,East,Home & Garden,Premium,Rep_02,Retail
2023-04-21,733.4498414358322,West,Electronics,Budget,Rep_04,Online
2023-04-21,1283.5372225127064,East,Electronics,Standard,Rep_08,Online
2023-04-21,1140.92197556685,South,Books,Premium,Rep_18,Online
2023-04-22,2618.524441207707,East,Electronics,Standard,Rep_09,Partner
2023-04-22,2618.524441207707,East,Sports,Standard,Rep_01,Online
2023-04-22,1454.7358006709483,South,Electronics,Budget,Rep_16,Online
2023-04-22,2618.524441207707,South,Electronics,Premium,Rep_10,Online
2023-04-22,2618.524441207707,East,Clothing,Standard,Rep_18,Retail
2023-04-22,2618.524441207707,East,Sports,Standard,Rep_01,Online
2023-04-22,1309.2622206038534,West,Home & Garden,Budget,Rep_12,Retail
2023-04-22,935.1873004313238,West,Electronics,Budget,Rep_02,Retail
2023-04-22,2618.524441207707,South,Books,Premium,Rep_12,Partner
2023-04-23,2201.3064448110545,South,Electronics,Standard,Rep_11,Partner
2023-04-23,1467.5376298740364,East,Home & Garden,Standard,Rep_09,Online
2023-04-23,943.4170477761662,South,Clothing,Standard,Rep_04,Online
2023-04-23,1200.712606260575,West,Sports,Premium,Rep_11,Retail
2023-04-23,1015.9875899127944,West,Home & Garden,Premium,Rep_19,Retail
2023-04-23,943.4170477761662,South,Clothing,Standard,Rep_02,Online
2023-04-23,1015.9875899127944,West,Clothing,Premium,Rep_02,Partner
2023-04-23,1015.9875899127944,South,Electronics,Standard,Rep_05,Retail
2023-04-23,1015.9875899127944,North,Clothing,Budget,Rep_15,Partner
2023-04-24,3359.3248005875516,North,Clothing,Standard,Rep_03,Online
2023-04-24,2099.57800036722,South,Clothing,Budget,Rep_08,Online
2023-04-24,2799.4373338229598,South,Electronics,Premium,Rep_08,Retail
2023-04-24,2399.517714705394,East,Clothing,Standard,Rep_14,Partner
2023-04-24,1866.2915558819732,North,Electronics,Budget,Rep_15,Online
2023-04-24,2099.57800036722,South,Books,Standard,Rep_15,Retail
2023-04-24,1866.2915558819732,West,Sports,Standard,Rep_09,Online
2023-04-24,1292.0480002259815,East,Home & Garden,Standard,Rep_13,Retail
2023-04-24,1199.758857352697,North,Books,Standard,Rep_02,Online
2023-04-24,1679.6624002937758,South,Home & Garden,Standard,Rep_16,Online
2023-04-25,2559.331897306177,West,Electronics,Standard,Rep_15,Online
2023-04-25,2132.7765810884807,North,Books,Premium,Rep_12,Partner
2023-04-25,1421.8510540589873,North,Clothing,Standard,Rep_01,Partner
2023-04-25,2132.7765810884807,North,Electronics,Budget,Rep_01,Partner
2023-04-25,1163.3326805937168,North,Electronics,Standard,Rep_14,Online
2023-04-26,1040.0107988330221,South,Electronics,Standard,Rep_20,Retail
2023-04-26,1040.0107988330221,West,Sports,Standard,Rep_08,Online
2023-04-26,1690.0175481036608,West,Clothing,Standard,Rep_14,Partner
2023-04-26,1040.0107988330221,South,Home & Garden,Budget,Rep_01,Online
2023-04-26,2704.0280769658575,South,Home & Garden,Standard,Rep_15,Retail
2023-04-26,1502.2378205365874,North,Home & Garden,Premium,Rep_09,Retail
2023-04-26,1229.103671348117,East,Home & Garden,Premium,Rep_16,Online
2023-04-26,1931.4486264041839,West,Electronics,Standard,Rep_18,Partner
2023-04-26,1040.0107988330221,East,Clothing,Premium,Rep_12,Partner
2023-04-26,2704.0280769658575,North,Electronics,Budget,Rep_04,Retail
2023-04-27,2166.259075817144,West,Electronics,Budget,Rep_12,Retail
2023-04-27,999.8118811463743,North,Books,Standard,Rep_20,Retail
2023-04-27,2599.510890980573,North,Clothing,Budget,Rep_09,Partner
2023-04-27,1181.5958595366242,North,Clothing,Budget,Rep_02,Online
2023-04-27,2599.510890980573,South,Clothing,Premium,Rep_15,Retail
2023-04-27,1083.129537908572,South,Clothing,Standard,Rep_02,Online
2023-04-27,1856.7934935575522,South,Electronics,Premium,Rep_14,Online
2023-04-27,928.3967467787761,West,Electronics,Budget,Rep_01,Retail
2023-04-27,2599.510890980573,North,Electronics,Standard,Rep_13,Online
2023-04-27,1856.7934935575522,North,Home & Garden,Standard,Rep_15,Online
2023-04-27,999.8118811463743,West,Home & Garden,Premium,Rep_12,Online
2023-04-27,1444.1727172114295,West,Electronics,Premium,Rep_17,Partner
2023-04-27,1444.1727172114295,West,Books,Premium,Rep_15,Online
2023-04-28,867.5075612115563,North,Sports,Standard,Rep_05,Partner
2023-04-28,1879.5997159583721,East,Electronics,Budget,Rep_12,Retail
2023-04-28,867.5075612115563,North,Home & Garden,Premium,Rep_13,Online
2023-04-28,1127.7598295750233,West,Clothing,Standard,Rep_16,Online
2023-04-28,867.5075612115563,South,Books,Standard,Rep_08,Retail
2023-04-28,1025.2362087045667,East,Electronics,Budget,Rep_13,Retail
2023-04-28,1025.2362087045667,East,Sports,Standard,Rep_20,Online
2023-04-28,867.5075612115563,East,Sports,Premium,Rep_13,Online
2023-04-28,1409.699786968779,East,Electronics,Standard,Rep_02,Online
2023-04-28,1611.0854708214617,South,Clothing,Standard,Rep_05,Retail
2023-04-28,1127.7598295750233,South,Home & Garden,Standard,Rep_09,Retail
2023-04-28,1253.0664773055814,West,Clothing,Standard,Rep_13,Retail
2023-04-28,1611.0854708214617,South,Home & Garden,Premium,Rep_13,Partner
2023-04-28,939.7998579791861,South,Clothing,Standard,Rep_04,Online
2023-04-29,1051.7885546578668,South,Clothing,Premium,Rep_17,Online
2023-04-29,1227.0866471008446,East,Clothing,Standard,Rep_16,Retail
2023-04-29,1338.6399786554668,North,Electronics,Standard,Rep_06,Partner
2023-04-29,1227.0866471008446,East,Sports,Premium,Rep_17,Partner
2023-04-29,1636.1155294677928,North,Clothing,Standard,Rep_07,Online
2023-04-29,1132.6953665546257,West,Electronics,Budget,Rep_09,Retail
2023-04-29,1636.1155294677928,East,Books,Budget,Rep_15,Online
2023-04-29,1051.7885546578668,West,Books,Budget,Rep_04,Retail
2023-04-30,2353.0164856964857,East,Electronics,Budget,Rep_10,Retail
2023-04-30,1086.0076087829934,East,Sports,Standard,Rep_15,Partner
2023-04-30,1283.4635376526285,East,Home & Garden,Budget,Rep_07,Partner
2023-04-30,1008.4356367270653,North,Clothing,Standard,Rep_11,Online
2023-04-30,1411.8098914178913,East,Clothing,Standard,Rep_15,Partner
2023-04-30,1568.6776571309904,South,Electronics,Premium,Rep_06,Online
2023-04-30,1176.5082428482428,East,Electronics,Premium,Rep_20,Online
2023-04-30,1008.4356367270653,South,Books,Standard,Rep_07,Online
2023-04-30,1008.4356367270653,West,Clothing,Premium,Rep_01,Partner
2023-04-30,2823.6197828357826,East,Electronics,Premium,Rep_01,Retail
2023-04-30,1086.0076087829934,South,Clothing,Standard,Rep_15,Retail
2023-04-30,1568.6776571309904,West,Clothing,Premium,Rep_01,Online
2023-05-01,2022.1930936818355,North,Clothing,Standard,Rep_02,Retail
2023-05-01,2831.07033115457,South,Electronics,Budget,Rep_12,Online
2023-05-01,2359.2252759621415,West,Electronics,Budget,Rep_18,Online
2023-05-01,1011.0965468409178,South,Clothing,Standard,Rep_06,Retail
2023-05-01,1415.535165577285,East,Electronics,Standard,Rep_09,Online
2023-05-01,2831.07033115457,East,Clothing,Premium,Rep_19,Online
2023-05-01,1011.0965468409178,East,Electronics,Premium,Rep_09,Online
2023-05-01,2022.1930936818355,South,Clothing,Premium,Rep_07,Partner
2023-05-01,1769.4189569716061,East,Clothing,Budget,Rep_04,Retail
2023-05-01,1286.8501505248043,South,Clothing,Standard,Rep_09,Retail
2023-05-01,1572.8168506414277,East,Books,Standard,Rep_17,Online
2023-05-01,1572.8168506414277,North,Sports,Budget,Rep_13,Retail
2023-05-01,1286.8501505248043,West,Home & Garden,Standard,Rep_04,Online
2023-05-01,2359.2252759621415,South,Clothing,Standard,Rep_13,Retail
2023-05-02,827.3246159464945,East,Electronics,Standard,Rep_17,Online
2023-05-02,1654.649231892989,South,Electronics,Standard,Rep_19,Online
2023-05-02,965.212051937577,East,Sports,Standard,Rep_18,Online
2023-05-02,2316.508924650185,West,Electronics,Standard,Rep_07,Retail
2023-05-02,1286.949402583436,North,Electronics,Budget,Rep_06,Retail
2023-05-02,890.9649710193019,North,Home & Garden,Standard,Rep_05,Retail
2023-05-03,2146.83777512805,West,Electronics,Standard,Rep_04,Online
2023-05-03,3005.5728851792696,West,Clothing,Standard,Rep_20,Online
2023-05-03,3005.5728851792696,North,Home & Garden,Premium,Rep_05,Online
2023-05-03,1669.7627139884833,North,Home & Garden,Standard,Rep_12,Online
2023-05-03,1073.418887564025,East,Electronics,Standard,Rep_12,Retail
2023-05-03,2146.83777512805,North,Electronics,Standard,Rep_04,Online
2023-05-03,2504.6440709827248,East,Clothing,Standard,Rep_09,Online
2023-05-03,1669.7627139884833,West,Electronics,Budget,Rep_03,Retail
2023-05-04,981.5614742209931,East,Clothing,Premium,Rep_19,Partner
2023-05-04,1079.7176216430923,South,Books,Standard,Rep_16,Retail
2023-05-04,1079.7176216430923,West,Home & Garden,Standard,Rep_01,Online
2023-05-04,1199.6862462701026,North,Sports,Standard,Rep_14,Retail
2023-05-04,1349.6470270538655,East,Electronics,Budget,Rep_03,Online
2023-05-04,1349.6470270538655,North,Clothing,Standard,Rep_13,Retail
2023-05-04,2159.4352432861847,West,Books,Budget,Rep_07,Online
2023-05-04,1079.7176216430923,East,Electronics,Standard,Rep_07,Retail
2023-05-04,2159.4352432861847,North,Home & Garden,Standard,Rep_02,Partner
2023-05-04,830.5520166485326,North,Home & Garden,Budget,Rep_04,Online
2023-05-04,771.2268726022088,East,Electronics,Premium,Rep_13,Online
2023-05-04,771.2268726022088,East,Sports,Standard,Rep_12,Retail
2023-05-04,830.5520166485326,North,Clothing,Standard,Rep_19,Partner
2023-05-05,1965.1084057366936,East,Electronics,Budget,Rep_02,Online
2023-05-05,1528.4176489063173,North,Electronics,Standard,Rep_07,Online
2023-05-05,1146.3132366797379,South,Clothing,Premium,Rep_02,Retail
2023-05-05,1719.469855019607,West,Electronics,Premium,Rep_06,Partner
2023-05-05,1719.469855019607,East,Books,Standard,Rep_04,Partner
2023-05-05,2751.151768031371,East,Clothing,Premium,Rep_13,Online
2023-05-06,1344.660469199628,North,Home & Garden,Standard,Rep_12,Online
2023-05-06,1344.660469199628,North,Sports,Premium,Rep_19,Partner
2023-05-06,1344.660469199628,North,Home & Garden,Premium,Rep_04,Retail
2023-05-06,2016.9907037994421,East,Clothing,Standard,Rep_09,Online
2023-05-06,3227.1851260791072,South,Clothing,Premium,Rep_01,Online
2023-05-06,1613.5925630395536,West,Electronics,Budget,Rep_17,Online
2023-05-06,2305.1322329136483,West,Clothing,Premium,Rep_05,Online
2023-05-06,2305.1322329136483,North,Home & Garden,Budget,Rep_18,Retail
2023-05-06,1466.902330035958,North,Home & Garden,Standard,Rep_07,Retail
2023-05-06,1792.8806255995041,North,Books,Standard,Rep_16,Online
2023-05-06,3227.1851260791072,West,Books,Premium,Rep_05,Online
2023-05-06,2305.1322329136483,East,Clothing,Standard,Rep_12,Online
2023-05-06,2689.320938399256,West,Sports,Standard,Rep_17,Retail
2023-05-06,2305.1322329136483,West,Sports,Budget,Rep_18,Retail
2023-05-07,1133.8463587927752,West,Books,Premium,Rep_05,Online
2023-05-07,2267.6927175855503,South,Electronics,Standard,Rep_02,Retail
2023-05-07,1889.743931321292,North,Electronics,Budget,Rep_01,Retail
2023-05-07,1417.307948490969,North,Home & Garden,Premium,Rep_07,Retail
2023-05-07,1259.829287547528,North,Clothing,Standard,Rep_19,Retail
2023-05-07,1889.743931321292,West,Clothing,Budget,Rep_13,Online
2023-05-07,944.871965660646,South,Clothing,Standard,Rep_01,Partner
2023-05-07,2267.6927175855503,North,Books,Standard,Rep_03,Retail
2023-05-07,1619.7805125611073,North,Sports,Standard,Rep_17,Retail
2023-05-07,944.871965660646,West,Electronics,Budget,Rep_19,Partner
2023-05-07,2267.6927175855503,East,Clothing,Standard,Rep_04,Online
2023-05-08,1327.5680850458937,East,Home & Garden,Standard,Rep_04,Retail
2023-05-08,1706.8732522018634,East,Sports,Standard,Rep_09,Online
2023-05-08,1086.192069583004,North,Clothing,Premium,Rep_05,Online
2023-05-08,1194.8112765413043,West,Clothing,Budget,Rep_18,Online
2023-05-08,2389.6225530826086,North,Home & Garden,Budget,Rep_08,Online
2023-05-09,2583.920363620229,West,Clothing,Standard,Rep_04,Partner
2023-05-09,993.8155244693189,West,Electronics,Standard,Rep_19,Retail
2023-05-09,1076.633484841762,East,Electronics,Standard,Rep_19,Online
2023-05-09,993.8155244693189,South,Electronics,Premium,Rep_10,Retail
2023-05-09,993.8155244693189,South,Sports,Budget,Rep_06,Online
2023-05-09,1291.9601818101146,West,Home & Garden,Standard,Rep_16,Retail
2023-05-09,1076.633484841762,East,Books,Budget,Rep_07,Retail
2023-05-09,1291.9601818101146,South,Electronics,Standard,Rep_01,Online
2023-05-09,1435.5113131223495,South,Electronics,Standard,Rep_07,Retail
2023-05-09,922.828701292939,South,Electronics,Budget,Rep_15,Partner
2023-05-09,1174.5092561910133,South,Books,Premium,Rep_01,Online
2023-05-10,1498.3449709634745,East,Books,Premium,Rep_06,Partner
2023-05-10,922.0584436698305,North,Electronics,Premium,Rep_05,Partner
2023-05-10,1331.8621964119773,North,Home & Garden,Budget,Rep_12,Retail
2023-05-10,856.1971262648425,North,Electronics,Premium,Rep_01,Online
2023-05-10,1331.8621964119773,East,Home & Garden,Standard,Rep_11,Retail
2023-05-11,2077.4237604397176,South,Home & Garden,Standard,Rep_03,Partner
2023-05-11,1483.874114599798,North,Clothing,Standard,Rep_16,Online
2023-05-11,1731.1864670330979,West,Electronics,Standard,Rep_15,Online
2023-05-11,1154.1243113553985,West,Sports,Standard,Rep_09,Retail
2023-05-11,741.937057299899,East,Electronics,Standard,Rep_13,Retail
2023-05-11,1483.874114599798,West,Electronics,Budget,Rep_09,Online
2023-05-12,1162.4000632635639,East,Electronics,Standard,Rep_02,Retail
2023-05-12,1162.4000632635639,North,Electronics,Premium,Rep_16,Online
2023-05-12,1065.5333913249335,East,Clothing,Budget,Rep_10,Online
2023-05-12,1598.3000869874004,South,Electronics,Budget,Rep_11,Retail
2023-05-12,1065.5333913249335,West,Clothing,Standard,Rep_18,Online
2023-05-12,1278.6400695899204,East,Electronics,Premium,Rep_11,Online
2023-05-12,1065.5333913249335,West,Electronics,Budget,Rep_16,Online
2023-05-12,2131.066782649867,South,Clothing,Premium,Rep_09,Online
2023-05-12,1826.6286708427433,South,Clothing,Budget,Rep_06,Online
2023-05-12,1420.7111884332448,West,Home & Garden,Premium,Rep_13,Online
2023-05-12,2557.2801391798407,West,Electronics,Budget,Rep_15,Retail
2023-05-12,1065.5333913249335,South,Clothing,Premium,Rep_01,Retail
2023-05-12,983.5692842999387,East,Electronics,Premium,Rep_20,Online
2023-05-13,1105.9854103398907,North,Books,Standard,Rep_01,Online
2023-05-13,1228.8726781554342,East,Electronics,Budget,Rep_05,Online
2023-05-13,921.6545086165756,North,Clothing,Premium,Rep_13,Retail
2023-05-13,1105.9854103398907,West,Electronics,Standard,Rep_09,Online
2023-05-13,2211.9708206797814,South,Electronics,Standard,Rep_14,Retail
2023-05-13,1579.9791576284154,North,Books,Premium,Rep_15,Retail
2023-05-13,1105.9854103398907,West,Clothing,Standard,Rep_07,Online
2023-05-13,789.9895788142077,East,Home & Garden,Standard,Rep_07,Online
2023-05-13,1228.8726781554342,North,Home & Garden,Standard,Rep_19,Partner
2023-05-13,1579.9791576284154,North,Electronics,Premium,Rep_07,Online
2023-05-13,850.7580079537621,South,Electronics,Standard,Rep_05,Online
2023-05-14,1666.5965862740793,South,Clothing,Budget,Rep_08,Retail
2023-05-14,1025.5978992455873,East,Books,Standard,Rep_18,Online
2023-05-14,2222.1287816987724,East,Electronics,Standard,Rep_18,Online
2023-05-14,2222.1287816987724,East,Electronics,Budget,Rep_20,Retail
2023-05-14,2222.1287816987724,East,Electronics,Budget,Rep_04,Retail
2023-05-14,1666.5965862740793,North,Home & Garden,Budget,Rep_02,Retail
2023-05-14,1333.2772690192635,South,Sports,Standard,Rep_03,Online
2023-05-14,952.3409064423311,South,Electronics,Standard,Rep_05,Online
2023-05-14,1111.0643908493862,West,Electronics,Standard,Rep_19,Online
2023-05-14,1025.5978992455873,East,Electronics,Standard,Rep_15,Retail
2023-05-14,1212.0702445629668,West,Electronics,Premium,Rep_15,Online
2023-05-14,2666.554538038527,North,Home & Garden,Premium,Rep_08,Retail
2023-05-15,862.4348437589474,North,Home & Garden,Budget,Rep_13,Retail
2023-05-15,1601.6647098380452,South,Electronics,Standard,Rep_07,Retail
2023-05-15,1401.4566211082895,South,Clothing,Budget,Rep_09,Online
2023-05-15,1019.2411789878469,South,Clothing,Standard,Rep_02,Online
2023-05-15,2242.330593773263,East,Home & Garden,Budget,Rep_02,Retail
2023-05-15,800.8323549190226,South,Clothing,Standard,Rep_17,Retail
2023-05-15,1868.608828144386,North,Home & Garden,Standard,Rep_01,Online
2023-05-15,1121.1652968866315,North,Sports,Budget,Rep_16,Online
2023-05-15,1121.1652968866315,North,Clothing,Budget,Rep_10,Online
2023-05-15,2242.330593773263,North,Sports,Budget,Rep_08,Partner
2023-05-16,1063.1026631060288,North,Clothing,Standard,Rep_18,Online
2023-05-16,1488.3437283484402,West,Home & Garden,Standard,Rep_19,Retail
2023-05-16,1144.8797910372616,North,Electronics,Standard,Rep_18,Partner
2023-05-16,1653.715253720489,North,Home & Garden,Standard,Rep_13,Online
2023-05-16,1144.8797910372616,West,Electronics,Budget,Rep_02,Retail
2023-05-16,1653.715253720489,East,Electronics,Standard,Rep_09,Retail
2023-05-16,1063.1026631060288,West,Clothing,Standard,Rep_10,Online
2023-05-16,2976.6874566968804,East,Electronics,Standard,Rep_15,Online
2023-05-16,2126.2053262120576,East,Electronics,Budget,Rep_19,Online
2023-05-16,1063.1026631060288,West,Electronics,Standard,Rep_19,Online
2023-05-16,2976.6874566968804,South,Clothing,Standard,Rep_19,Online
2023-05-17,1418.8441927811948,East,Electronics,Premium,Rep_06,Partner
2023-05-17,2270.1507084499117,East,Electronics,Premium,Rep_11,Online
2023-05-17,1261.1948380277288,South,Books,Standard,Rep_17,Partner
2023-05-17,810.7681101606828,South,Electronics,Premium,Rep_18,Online
2023-05-17,810.7681101606828,South,Clothing,Standard,Rep_16,Online
2023-05-18,1715.5715745380637,West,Electronics,Standard,Rep_14,Online
2023-05-18,2401.8002043532892,North,Clothing,Premium,Rep_20,Partner
2023-05-18,1334.3334468629384,West,Home & Garden,Standard,Rep_16,Retail
2023-05-18,1334.3334468629384,East,Sports,Premium,Rep_07,Online
2023-05-18,2401.8002043532892,North,Home & Garden,Budget,Rep_15,Retail
2023-05-18,1200.9001021766446,North,Clothing,Standard,Rep_05,Online
2023-05-18,1200.9001021766446,North,Home & Garden,Standard,Rep_02,Online
2023-05-18,1200.9001021766446,East,Clothing,Standard,Rep_03,Partner
2023-05-18,1501.1251277208057,East,Sports,Standard,Rep_20,Online
2023-05-18,857.7857872690319,North,Electronics,Premium,Rep_08,Retail
2023-05-19,977.0144070354472,West,Electronics,Standard,Rep_10,Retail
2023-05-19,1709.7752123120326,South,Sports,Premium,Rep_14,Online
2023-05-19,977.0144070354472,West,Home & Garden,Premium,Rep_17,Online
2023-05-19,2735.6403396992523,North,Electronics,Premium,Rep_19,Online
2023-05-19,2279.70028308271,East,Electronics,Budget,Rep_10,Online
2023-05-19,1519.8001887218068,West,Home & Garden,Premium,Rep_05,Retail
2023-05-19,977.0144070354472,East,Home & Garden,Premium,Rep_09,Online
2023-05-19,977.0144070354472,North,Home & Garden,Premium,Rep_12,Retail
2023-05-19,1367.8201698496262,North,Clothing,Standard,Rep_03,Retail
2023-05-19,2279.70028308271,East,Sports,Budget,Rep_03,Partner
2023-05-19,977.0144070354472,West,Clothing,Premium,Rep_08,Retail
2023-05-19,1519.8001887218068,North,Sports,Premium,Rep_12,Retail
2023-05-20,961.5314246898487,North,Electronics,Standard,Rep_13,Retail
2023-05-20,1322.1057089485419,West,Clothing,Standard,Rep_11,Online
2023-05-20,961.5314246898487,North,Sports,Premium,Rep_06,Online
2023-05-20,961.5314246898487,North,Clothing,Budget,Rep_20,Partner
2023-05-20,2115.369134317667,North,Clothing,Standard,Rep_06,Retail
2023-05-20,813.6035131991027,West,Electronics,Premium,Rep_06,Retail
