Customer_ID,Age,Gender,Region,Customer_Segment,Total_Purchases,Satisfaction_Score,Join_Date,Last_Purchase
CUST_00348,50,Male,East,Budget,1.26,7.4,2023-03-24,2023-09-02
CUST_00349,18,Female,East,Standard,2.02,6.9,2023-03-13,2023-07-27
CUST_00350,52,Female,East,Premium,25.36,6.1,2023-06-25,2023-12-23
CUST_00351,58,Male,South,Budget,3.54,7.0,2023-03-24,2024-08-04
CUST_00352,39,Male,West,Premium,8.73,4.6,2023-09-01,2023-08-14
CUST_00353,55,Male,West,Standard,2.45,6.6,2024-04-05,2024-12-21
CUST_00354,22,Female,South,Standard,3.43,5.6,2023-09-13,2024-06-30
CUST_00355,31,Male,South,Premium,8.02,9.2,2024-10-20,2023-09-12
CUST_00356,18,Male,West,Budget,3.35,7.7,2024-06-27,2023-12-01
CUST_00357,54,Male,East,Premium,6.85,7.6,2023-12-09,2023-09-26
CUST_00358,19,Male,South,Standard,3.75,5.3,2024-05-28,2023-04-09
CUST_00359,63,Male,East,Budget,1.46,4.3,2023-06-12,2024-10-13
CUST_00360,57,Male,South,Standard,3.42,5.9,2024-05-02,2024-02-08
CUST_00361,28,Female,East,Standard,5.36,6.4,2023-05-10,2024-09-16
CUST_00362,41,Female,South,Standard,3.61,4.6,2024-08-12,2023-09-28
CUST_00363,43,Female,North,Premium,6.13,5.8,2024-08-27,2023-09-12
CUST_00364,29,Male,South,Premium,9.54,7.7,2024-01-23,2024-11-10
CUST_00365,51,Female,West,Premium,21.27,6.0,2023-07-11,2023-04-30
CUST_00366,18,Male,North,Standard,4.39,3.8,2023-06-03,2023-06-19
CUST_00367,59,Male,North,Budget,1.23,5.6,2023-07-30,2024-12-03
CUST_00368,34,Female,South,Standard,14.71,5.0,2024-07-14,2024-07-20
CUST_00369,18,Female,West,Standard,7.81,7.0,2024-02-18,2024-12-17
CUST_00370,41,Female,North,Premium,5.09,6.7,2024-12-11,2024-06-14
CUST_00371,37,Male,South,Standard,2.44,7.3,2023-12-17,2023-09-23
CUST_00372,48,Male,North,Premium,18.45,4.5,2024-10-21,2023-03-20
CUST_00373,47,Male,North,Standard,3.08,5.0,2024-12-13,2024-02-16
CUST_00374,39,Female,South,Budget,6.12,6.1,2024-10-08,2023-09-13
CUST_00375,18,Female,South,Standard,2.07,8.2,2024-08-29,2023-10-17
CUST_00376,49,Female,West,Standard,2.85,5.1,2024-08-27,2024-06-01
CUST_00377,48,Male,North,Budget,1.83,4.7,2023-03-27,2023-02-27
CUST_00378,18,Male,North,Budget,5.3,5.4,2024-02-17,2024-08-17
CUST_00379,35,Female,West,Premium,12.94,5.2,2023-06-05,2023-06-09
CUST_00380,45,Male,South,Budget,2.03,6.0,2024-11-25,2023-07-27
CUST_00381,26,Female,North,Standard,13.03,7.9,2023-02-01,2024-05-03
CUST_00382,43,Male,West,Standard,15.22,6.0,2023-02-21,2024-12-21
CUST_00383,51,Female,West,Standard,2.7,8.1,2024-06-28,2024-02-17
CUST_00384,18,Male,East,Budget,3.53,6.9,2024-08-31,2024-10-11
CUST_00385,22,Female,South,Premium,8.49,6.9,2023-05-24,2023-04-03
CUST_00386,18,Male,East,Budget,2.11,4.8,2024-05-02,2024-05-10
CUST_00387,46,Female,East,Standard,4.46,8.9,2024-01-29,2024-02-07
CUST_00388,18,Female,North,Premium,7.77,4.5,2023-08-13,2023-11-13
CUST_00389,49,Male,South,Standard,3.57,6.6,2023-02-12,2023-07-13
CUST_00390,58,Female,North,Budget,3.24,7.3,2024-09-06,2023-10-23
CUST_00391,24,Female,South,Budget,1.93,4.8,2023-09-13,2024-06-04
CUST_00392,29,Male,East,Budget,4.86,4.0,2023-05-02,2024-08-26
CUST_00393,35,Male,East,Premium,21.99,9.8,2023-06-10,2023-08-06
CUST_00394,46,Female,East,Budget,1.4,6.2,2024-01-12,2024-10-18
CUST_00395,34,Male,West,Standard,2.76,8.3,2023-03-03,2023-06-10
CUST_00396,47,Female,South,Standard,2.38,6.5,2023-09-06,2023-04-01
CUST_00397,47,Female,West,Standard,3.23,3.6,2023-06-10,2023-01-30
CUST_00398,41,Female,North,Standard,2.29,4.8,2023-10-05,2023-03-17
CUST_00399,62,Male,South,Premium,7.82,8.1,2024-08-07,2023-12-17
CUST_00400,42,Male,West,Premium,11.32,10.0,2024-11-19,2023-05-08
CUST_00401,18,Male,East,Budget,2.41,6.9,2023-11-26,2023-07-15
CUST_00402,41,Male,South,Budget,6.3,4.9,2024-10-27,2023-07-08
CUST_00403,57,Female,South,Standard,16.23,5.9,2024-09-13,2024-10-09
CUST_00404,47,Male,West,Standard,4.55,4.7,2023-01-09,2023-08-04
CUST_00405,42,Female,North,Standard,2.34,3.7,2023-04-08,2024-03-20
CUST_00406,60,Female,North,Standard,6.72,6.8,2023-03-06,2023-07-17
CUST_00407,55,Male,East,Standard,9.38,7.0,2024-07-20,2024-04-30
CUST_00408,54,Male,East,Standard,6.96,7.7,2024-02-16,2024-04-20
CUST_00409,61,Female,South,Budget,5.89,4.5,2023-03-16,2023-04-22
CUST_00410,32,Female,East,Premium,8.83,8.7,2023-08-01,2024-03-18
CUST_00411,26,Female,West,Premium,6.12,7.6,2024-11-18,2024-02-02
CUST_00412,27,Male,South,Premium,5.87,4.2,2023-04-30,2024-03-18
CUST_00413,29,Female,West,Premium,18.38,7.7,2023-05-15,2023-11-11
CUST_00414,82,Male,North,Premium,7.6,7.6,2024-02-04,2023-11-16
CUST_00415,26,Female,South,Standard,14.99,5.3,2023-01-07,2023-03-02
CUST_00416,55,Male,West,Standard,5.4,5.8,2024-06-01,2024-03-21
CUST_00417,43,Male,North,Premium,10.85,6.8,2024-09-06,2023-11-22
CUST_00418,41,Female,East,Standard,3.13,5.6,2023-05-22,2024-08-12
CUST_00419,61,Male,East,Premium,6.43,9.0,2023-07-10,2023-04-07
CUST_00420,70,Female,West,Budget,2.25,6.9,2023-09-16,2024-07-19
CUST_00421,19,Male,East,Standard,3.06,6.7,2023-09-02,2023-06-25
CUST_00422,38,Male,East,Budget,1.32,6.1,2024-07-24,2023-07-11
CUST_00423,28,Male,East,Standard,8.43,3.4,2023-10-09,2024-07-20
CUST_00424,49,Male,West,Standard,2.05,8.1,2024-10-22,2024-10-14
CUST_00425,30,Female,East,Standard,2.9,9.2,2023-04-30,2023-06-07
CUST_00426,33,Male,North,Standard,3.28,4.2,2024-08-01,2023-09-01
CUST_00427,49,Female,East,Standard,5.41,7.5,2024-10-26,2024-04-25
CUST_00428,18,Female,West,Standard,2.83,7.6,2023-11-17,2024-02-28
CUST_00429,46,Male,North,Standard,6.33,7.0,2024-10-23,2023-12-25
CUST_00430,54,Male,South,Budget,5.28,5.2,2023-07-23,2023-06-28
CUST_00431,52,Male,South,Standard,2.66,5.5,2024-04-24,2023-11-24
CUST_00432,49,Female,East,Premium,8.79,9.9,2023-06-05,2024-03-09
CUST_00433,31,Female,North,Budget,1.23,6.5,2023-09-02,2023-08-31
CUST_00434,39,Male,North,Standard,12.66,2.7,2024-08-11,2023-11-12
CUST_00435,34,Male,East,Premium,6.33,6.0,2023-02-14,2023-11-27
CUST_00436,28,Male,West,Standard,13.38,6.0,2024-03-19,2023-04-01
CUST_00437,23,Female,South,Standard,8.79,8.3,2024-12-26,2023-04-17
CUST_00438,40,Male,South,Budget,1.94,6.2,2024-08-16,2023-11-25
CUST_00439,34,Male,North,Premium,5.15,10.0,2024-12-09,2023-09-05
CUST_00440,30,Female,South,Premium,11.1,9.1,2023-05-25,2023-05-07
CUST_00441,27,Female,West,Budget,2.07,3.6,2024-07-30,2024-08-05
CUST_00442,38,Male,West,Premium,11.4,7.2,2023-10-29,2024-12-20
CUST_00443,55,Male,West,Standard,8.74,5.9,2023-11-28,2024-05-19
CUST_00444,21,Male,East,Standard,8.47,6.2,2023-11-03,2024-11-09
CUST_00445,67,Male,East,Premium,35.47,6.5,2024-01-22,2024-04-02
CUST_00446,71,Male,West,Budget,1.29,5.1,2023-10-04,2023-08-18
CUST_00447,41,Female,West,Premium,9.69,6.8,2023-04-19,2024-01-11
CUST_00448,18,Female,South,Premium,19.56,6.1,2023-01-07,2023-06-12
CUST_00449,66,Male,West,Standard,2.59,7.0,2024-04-19,2023-09-30
CUST_00450,35,Male,South,Budget,8.09,5.5,2023-08-08,2023-01-05
CUST_00451,52,Male,South,Standard,3.9,7.9,2024-09-21,2024-03-30
CUST_00452,49,Female,West,Budget,1.57,5.1,2023-09-15,2023-02-10
CUST_00453,38,Male,East,Premium,5.01,4.9,2023-10-31,2024-06-18
CUST_00454,49,Male,East,Premium,22.72,6.6,2023-07-09,2024-10-02
CUST_00455,55,Male,East,Budget,1.74,4.9,2023-04-12,2024-12-26
CUST_00456,38,Female,East,Premium,8.7,7.1,2023-09-01,2023-03-08
CUST_00457,37,Male,South,Premium,9.94,5.2,2024-12-07,2023-12-18
CUST_00458,46,Female,South,Standard,5.46,6.7,2023-12-10,2024-07-01
CUST_00459,56,Male,South,Budget,8.18,5.8,2023-08-10,2024-09-16
CUST_00460,27,Male,South,Budget,2.52,3.9,2024-11-18,2023-10-09
CUST_00461,59,Male,North,Budget,2.37,4.7,2024-12-07,2023-06-16
CUST_00462,55,Male,North,Budget,1.19,5.5,2023-10-27,2024-08-25
CUST_00463,45,Male,West,Premium,6.46,8.5,2024-07-20,2024-04-09
CUST_00464,18,Male,South,Standard,2.71,5.4,2024-04-20,2023-01-30
CUST_00465,45,Male,West,Budget,3.06,5.1,2023-08-15,2024-12-15
CUST_00466,18,Male,North,Budget,4.23,4.2,2023-04-06,2024-09-01
CUST_00467,28,Male,East,Standard,6.9,4.7,2023-08-01,2023-05-06
CUST_00468,45,Female,West,Budget,5.7,4.7,2024-09-19,2024-10-29
CUST_00469,27,Male,West,Premium,11.81,9.2,2023-02-18,2023-08-09
CUST_00470,26,Female,South,Budget,1.51,6.3,2024-07-10,2024-04-11
CUST_00471,22,Male,West,Premium,9.37,10.0,2023-11-19,2023-01-24
CUST_00472,62,Female,North,Standard,11.65,6.5,2024-08-24,2024-08-09
CUST_00473,55,Male,South,Premium,16.04,9.4,2024-03-11,2024-08-29
CUST_00474,28,Male,West,Standard,9.94,5.7,2024-06-09,2024-04-19
CUST_00475,36,Male,South,Premium,8.17,6.5,2024-08-23,2024-10-07
CUST_00476,35,Female,North,Standard,2.05,8.8,2024-09-10,2024-10-09
CUST_00477,21,Male,South,Budget,1.57,5.2,2023-07-10,2023-10-10
CUST_00478,44,Female,South,Standard,4.76,6.0,2024-01-20,2024-08-20
CUST_00479,55,Female,West,Premium,7.41,6.8,2024-05-01,2024-01-04
CUST_00480,47,Female,East,Budget,3.62,5.8,2023-02-27,2024-04-08
CUST_00481,22,Female,South,Budget,3.61,7.8,2024-05-02,2023-06-16
CUST_00482,32,Female,South,Standard,8.9,5.1,2024-06-04,2023-03-22
CUST_00483,57,Male,West,Budget,3.28,7.0,2024-10-03,2023-07-29
CUST_00484,34,Male,South,Budget,5.77,5.0,2024-11-26,2024-11-14
CUST_00485,41,Female,South,Standard,6.91,6.1,2023-11-20,2023-06-04
CUST_00486,21,Female,South,Budget,1.4,6.3,2024-03-17,2024-12-24
CUST_00487,38,Female,South,Budget,1.14,4.6,2023-03-31,2023-09-12
CUST_00488,50,Female,West,Premium,9.98,8.8,2024-01-28,2023-08-05
CUST_00489,38,Female,North,Standard,12.73,7.5,2023-06-05,2024-06-13
CUST_00490,63,Male,East,Standard,5.12,6.3,2023-04-16,2023-12-09
CUST_00491,54,Male,East,Standard,7.25,5.9,2023-03-12,2023-09-21
CUST_00492,18,Female,East,Standard,3.64,8.2,2024-04-17,2024-05-25
CUST_00493,38,Female,South,Premium,8.05,6.3,2023-07-04,2023-07-22
CUST_00494,39,Male,West,Standard,2.08,5.1,2024-06-25,2023-10-11
CUST_00495,23,Male,North,Standard,6.9,7.0,2023-07-10,2023-02-21
CUST_00496,36,Male,East,Standard,6.96,3.6,2024-02-20,2023-07-01
CUST_00497,46,Male,North,Budget,14.25,6.1,2023-06-06,2023-03-16
CUST_00498,55,Female,South,Premium,9.04,8.6,2023-12-26,2023-10-27
CUST_00499,41,Male,South,Standard,2.7,7.6,2023-01-05,2024-12-14
CUST_00500,39,Female,North,Budget,3.68,8.3,2024-08-23,2023-08-15
CUST_00501,51,Male,North,Standard,4.71,5.8,2023-03-27,2024-05-17
CUST_00502,41,Male,South,Standard,3.98,7.3,2024-06-26,2024-11-06
CUST_00503,63,Male,North,Budget,1.08,4.2,2024-01-14,2024-05-27
CUST_00504,63,Female,East,Budget,3.42,5.4,2024-05-13,2024-09-14
CUST_00505,51,Female,North,Standard,5.85,7.6,2024-07-03,2023-02-08
CUST_00506,40,Male,North,Standard,4.47,5.1,2024-09-08,2023-03-10
CUST_00507,62,Female,North,Standard,2.95,9.2,2024-10-22,2023-07-04
CUST_00508,40,Male,North,Premium,10.83,9.8,2023-02-07,2023-04-25
CUST_00509,46,Male,South,Standard,10.26,6.3,2024-01-08,2023-12-28
CUST_00510,46,Male,South,Standard,4.6,3.8,2024-11-15,2024-10-18
CUST_00511,56,Male,East,Premium,12.31,9.7,2023-01-27,2023-10-03
CUST_00512,66,Male,North,Standard,3.54,5.5,2023-06-27,2024-12-04
CUST_00513,70,Female,South,Premium,7.75,6.7,2023-03-06,2023-05-02
CUST_00514,32,Female,East,Standard,4.04,6.4,2023-04-01,2024-07-08
CUST_00515,37,Male,North,Premium,6.38,6.7,2024-03-10,2023-11-26
CUST_00516,25,Male,North,Standard,4.26,6.0,2024-11-28,2024-11-24
CUST_00517,18,Male,East,Standard,3.97,6.1,2023-09-11,2023-04-19
CUST_00518,43,Female,East,Standard,3.79,5.1,2024-03-26,2024-08-31
CUST_00519,37,Male,East,Standard,2.53,7.8,2024-12-17,2023-07-03
CUST_00520,50,Female,South,Standard,2.72,8.2,2023-09-14,2024-05-18
CUST_00521,18,Female,South,Standard,9.86,7.4,2023-10-05,2023-07-22
CUST_00522,47,Male,East,Budget,4.54,3.1,2023-06-06,2023-05-14
CUST_00523,24,Female,West,Budget,2.18,8.4,2023-03-24,2024-11-23
CUST_00524,30,Male,West,Premium,22.26,4.9,2023-03-14,2023-01-19
CUST_00525,34,Male,North,Standard,2.58,7.1,2024-10-15,2023-02-03
CUST_00526,81,Female,South,Budget,6.02,8.4,2023-07-08,2024-07-27
CUST_00527,26,Female,West,Budget,3.17,7.1,2024-02-09,2023-09-12
CUST_00528,42,Male,North,Standard,4.61,5.3,2024-12-16,2023-02-20
CUST_00529,59,Female,West,Standard,4.42,6.6,2023-11-24,2024-12-03
CUST_00530,26,Female,West,Budget,1.11,4.6,2023-10-21,2023-08-14
CUST_00531,43,Male,North,Standard,11.18,5.1,2023-09-23,2023-06-11
CUST_00532,39,Female,North,Standard,10.64,4.3,2024-08-03,2024-12-14
CUST_00533,69,Male,East,Standard,4.0,6.8,2024-01-22,2024-02-19
CUST_00534,48,Female,West,Standard,7.34,7.3,2024-12-25,2024-11-17
CUST_00535,18,Male,East,Premium,33.4,9.0,2023-04-29,2023-11-20
CUST_00536,18,Male,West,Standard,2.2,7.6,2023-09-18,2023-09-23
CUST_00537,56,Male,East,Standard,3.53,8.9,2024-05-28,2024-10-16
CUST_00538,62,Female,North,Budget,3.57,5.5,2023-07-07,2024-12-05
CUST_00539,30,Female,West,Standard,9.64,6.6,2024-09-06,2023-12-03
CUST_00540,36,Female,East,Standard,3.69,4.3,2023-02-24,2023-12-05
CUST_00541,49,Female,East,Standard,4.18,6.8,2024-10-30,2023-07-16
CUST_00542,63,Female,West,Premium,14.04,9.5,2023-09-13,2024-07-06
CUST_00543,39,Female,North,Budget,2.61,5.8,2024-09-17,2023-03-04
CUST_00544,46,Male,East,Premium,17.97,8.2,2023-08-24,2024-11-10
CUST_00545,58,Female,West,Premium,6.21,9.4,2023-03-01,2023-06-13
CUST_00546,36,Male,South,Premium,8.84,6.2,2023-06-17,2023-05-01
CUST_00547,27,Female,South,Standard,2.12,9.1,2023-10-26,2024-03-08
CUST_00548,41,Female,West,Standard,8.15,3.4,2024-07-14,2024-05-20
CUST_00549,42,Female,South,Standard,9.75,5.1,2024-07-11,2024-09-03
CUST_00550,20,Female,East,Premium,5.12,5.6,2023-11-17,2023-04-01
CUST_00551,26,Female,South,Standard,7.86,8.7,2024-11-04,2024-08-18
CUST_00552,40,Female,North,Budget,5.03,5.4,2023-10-29,2023-06-07
CUST_00553,18,Female,East,Standard,8.03,3.9,2024-11-09,2024-09-28
CUST_00554,27,Female,South,Standard,3.7,9.1,2024-07-06,2024-03-09
CUST_00555,46,Female,East,Budget,2.21,2.8,2023-05-20,2024-08-04
CUST_00556,84,Female,North,Premium,6.16,9.3,2024-12-03,2024-03-11
CUST_00557,34,Female,East,Premium,19.1,4.3,2023-08-19,2024-02-05
CUST_00558,29,Male,East,Premium,10.22,6.3,2023-06-17,2024-10-16
CUST_00559,47,Male,East,Budget,2.53,5.8,2024-05-04,2023-06-16
CUST_00560,34,Female,North,Premium,5.86,8.6,2023-04-19,2023-08-07
CUST_00561,65,Male,South,Standard,6.89,4.2,2023-09-12,2023-11-23
CUST_00562,21,Female,North,Premium,9.13,5.3,2023-04-27,2024-11-14
CUST_00563,63,Male,North,Standard,2.02,7.8,2024-12-14,2024-08-09
CUST_00564,22,Female,East,Standard,8.24,7.2,2023-09-11,2024-07-19
CUST_00565,26,Male,East,Premium,13.51,8.5,2023-11-01,2024-02-11
CUST_00566,20,Male,East,Standard,2.63,8.3,2023-12-03,2023-01-30
CUST_00567,18,Female,West,Standard,4.48,7.8,2024-01-28,2024-04-06
CUST_00568,32,Male,West,Budget,8.87,6.3,2023-07-29,2023-07-04
CUST_00569,65,Female,South,Standard,9.39,8.0,2024-12-26,2023-11-10
CUST_00570,38,Male,West,Budget,1.5,6.3,2023-03-02,2023-01-19
CUST_00571,49,Female,West,Standard,7.27,9.0,2024-10-11,2024-08-31
CUST_00572,40,Female,West,Budget,2.84,5.5,2023-06-04,2024-01-26
CUST_00573,41,Female,North,Premium,22.17,8.1,2023-11-27,2023-12-26
CUST_00574,63,Female,East,Premium,9.48,6.8,2024-07-18,2024-03-12
CUST_00575,22,Male,North,Budget,1.86,7.5,2023-07-21,2024-04-29
CUST_00576,28,Male,South,Standard,4.4,7.7,2023-02-18,2024-12-28
CUST_00577,62,Female,West,Standard,11.98,7.6,2023-11-01,2024-07-10
CUST_00578,41,Female,West,Standard,5.75,5.0,2024-02-06,2024-10-30
CUST_00579,43,Male,East,Premium,8.31,10.0,2023-09-02,2024-06-25
CUST_00580,41,Female,North,Premium,20.6,8.1,2023-06-17,2023-07-08
CUST_00581,44,Female,South,Standard,2.32,6.0,2024-09-14,2024-10-21
CUST_00582,34,Female,North,Standard,2.36,5.3,2023-02-25,2023-03-14
CUST_00583,33,Female,South,Premium,7.41,10.0,2023-08-17,2024-11-05
CUST_00584,66,Female,East,Premium,5.37,8.2,2024-03-20,2023-07-16
CUST_00585,18,Female,West,Premium,7.18,6.2,2023-12-12,2024-12-15
CUST_00586,52,Male,South,Standard,14.25,6.2,2024-02-22,2023-01-29
CUST_00587,26,Male,South,Standard,11.81,8.4,2023-03-06,2024-04-03
CUST_00588,37,Female,West,Budget,1.59,4.7,2023-06-07,2023-09-30
CUST_00589,50,Male,West,Budget,4.71,5.4,2023-11-27,2023-05-24
CUST_00590,56,Female,South,Standard,15.44,5.8,2024-08-25,2024-12-28
CUST_00591,38,Female,West,Budget,1.21,6.6,2023-01-25,2023-07-23
CUST_00592,44,Female,West,Premium,14.8,8.5,2023-10-31,2024-07-31
CUST_00593,38,Male,North,Standard,8.89,5.9,2023-05-21,2023-09-25
CUST_00594,22,Male,East,Budget,4.99,3.9,2023-02-09,2023-12-12
CUST_00595,60,Male,East,Premium,15.05,6.8,2023-07-30,2023-03-24
CUST_00596,35,Female,West,Standard,3.57,6.1,2024-08-06,2023-02-27
CUST_00597,19,Female,West,Budget,3.33,5.7,2024-09-02,2024-02-03
CUST_00598,30,Male,West,Premium,8.21,9.2,2023-10-15,2023-10-19
CUST_00599,47,Female,West,Budget,3.99,6.3,2024-08-10,2023-10-18
CUST_00600,44,Female,North,Standard,4.87,5.3,2023-04-17,2024-07-24
CUST_00601,57,Male,South,Premium,6.13,8.8,2024-08-19,2024-12-13
CUST_00602,24,Male,West,Standard,3.1,7.5,2023-03-08,2024-12-25
CUST_00603,48,Male,West,Premium,7.85,6.4,2023-10-17,2023-04-22
CUST_00604,21,Male,West,Premium,13.64,7.3,2024-11-05,2023-01-03
CUST_00605,66,Female,North,Standard,3.56,5.9,2024-02-25,2023-05-06
CUST_00606,39,Female,West,Standard,2.65,9.0,2024-06-28,2024-09-20
CUST_00607,47,Male,East,Premium,10.45,7.3,2024-09-21,2024-01-11
CUST_00608,50,Male,East,Premium,12.64,7.8,2024-11-10,2023-10-24
CUST_00609,41,Male,North,Standard,2.63,8.8,2024-05-01,2023-07-13
CUST_00610,29,Male,South,Budget,9.97,6.3,2024-04-24,2024-02-21
CUST_00611,46,Male,East,Standard,9.42,5.6,2023-11-22,2023-11-06
CUST_00612,49,Male,East,Premium,17.87,5.8,2024-12-25,2024-10-14
CUST_00613,32,Female,East,Premium,12.18,7.3,2023-01-22,2023-03-21
CUST_00614,56,Female,West,Standard,12.15,7.5,2023-06-11,2024-08-16
CUST_00615,51,Female,West,Premium,5.71,6.7,2024-11-05,2023-11-15
CUST_00616,64,Male,West,Premium,15.14,6.2,2024-06-15,2024-12-07
CUST_00617,44,Male,South,Standard,15.34,6.1,2024-02-10,2024-02-17
CUST_00618,45,Female,North,Budget,3.61,6.5,2024-03-02,2024-06-05
CUST_00619,36,Female,East,Standard,13.19,5.4,2023-07-30,2024-03-22
CUST_00620,58,Male,South,Premium,10.3,6.4,2024-11-15,2024-11-07
CUST_00621,43,Female,South,Premium,10.08,7.2,2023-12-16,2023-01-09
CUST_00622,45,Female,North,Standard,5.4,3.5,2023-08-31,2024-03-09
CUST_00623,52,Female,East,Standard,7.09,5.5,2023-10-08,2024-03-08
CUST_00624,39,Female,West,Standard,7.48,5.6,2023-06-12,2023-05-30
CUST_00625,67,Female,North,Standard,4.33,4.6,2023-12-28,2024-11-23
CUST_00626,37,Female,South,Budget,2.58,6.2,2024-09-24,2024-02-17
CUST_00627,47,Male,East,Standard,8.88,7.0,2024-01-17,2023-03-14
CUST_00628,18,Female,South,Premium,15.13,5.5,2024-05-02,2024-01-18
CUST_00629,21,Female,South,Standard,2.36,7.2,2024-12-07,2023-05-05
CUST_00630,18,Male,West,Standard,22.19,3.6,2024-02-10,2023-04-24
CUST_00631,34,Male,North,Budget,3.28,4.9,2023-09-04,2024-05-14
CUST_00632,52,Female,North,Premium,6.73,8.5,2024-01-04,2024-10-28
CUST_00633,29,Female,West,Budget,4.06,4.1,2023-02-21,2024-03-20
CUST_00634,50,Male,South,Budget,3.76,6.5,2023-05-02,2024-12-23
CUST_00635,21,Male,West,Budget,1.85,6.1,2023-09-03,2024-02-22
CUST_00636,44,Female,East,Premium,10.43,7.2,2024-03-25,2023-08-16
CUST_00637,58,Male,East,Standard,2.38,5.7,2024-05-17,2023-09-21
CUST_00638,18,Male,West,Budget,2.29,6.4,2023-12-28,2023-08-24
CUST_00639,44,Female,South,Premium,14.45,8.6,2023-01-13,2024-01-29
CUST_00640,25,Male,North,Budget,4.94,3.2,2023-06-30,2023-09-22
CUST_00641,38,Female,North,Standard,3.31,7.6,2023-05-03,2023-02-06
CUST_00642,27,Male,West,Standard,3.86,7.0,2024-11-16,2024-03-30
CUST_00643,32,Male,East,Standard,3.72,8.2,2023-04-27,2024-11-09
CUST_00644,35,Male,South,Standard,2.01,6.9,2023-07-31,2024-06-01
CUST_00645,44,Female,North,Standard,3.0,6.7,2024-09-01,2024-06-20
CUST_00646,29,Male,North,Standard,2.91,6.2,2024-08-07,2024-09-14
CUST_00647,60,Male,East,Premium,20.23,7.3,2023-10-12,2024-05-30
CUST_00648,55,Female,West,Budget,1.71,7.7,2023-11-28,2024-09-28
CUST_00649,23,Male,West,Standard,3.17,6.6,2024-06-12,2024-04-21
CUST_00650,40,Male,West,Premium,6.55,6.3,2023-10-17,2023-05-05
CUST_00651,28,Male,West,Standard,3.69,5.7,2023-04-28,2024-10-22
CUST_00652,38,Male,South,Standard,4.93,7.7,2024-11-11,2023-10-28
CUST_00653,28,Female,West,Standard,2.88,6.0,2023-02-18,2023-01-03
CUST_00654,44,Female,South,Budget,7.67,4.6,2024-09-03,2024-05-04
CUST_00655,24,Male,South,Budget,8.82,5.2,2024-08-03,2023-09-06
CUST_00656,28,Male,North,Budget,1.33,7.4,2023-09-12,2023-03-27
CUST_00657,49,Male,West,Standard,4.59,4.8,2024-10-24,2023-11-29
CUST_00658,23,Female,East,Budget,1.17,4.8,2023-11-22,2023-01-05
CUST_00659,31,Female,West,Premium,13.1,7.5,2023-04-26,2024-12-13
CUST_00660,25,Male,East,Premium,16.78,8.9,2023-06-22,2023-06-18
CUST_00661,68,Male,East,Standard,5.88,6.7,2024-11-25,2024-06-04
CUST_00662,47,Female,West,Standard,24.46,6.7,2023-08-10,2024-10-01
CUST_00663,21,Female,West,Premium,7.01,6.5,2023-04-26,2023-04-13
CUST_00664,24,Female,South,Premium,9.31,7.1,2024-05-25,2024-03-23
CUST_00665,57,Female,North,Standard,9.05,6.1,2023-10-03,2023-12-28
CUST_00666,48,Male,South,Budget,1.65,6.7,2024-03-31,2024-11-10
CUST_00667,39,Male,North,Budget,2.5,4.8,2023-02-14,2024-03-26
CUST_00668,48,Female,West,Premium,7.24,8.3,2024-04-15,2023-02-18
CUST_00669,37,Male,North,Budget,3.66,5.9,2024-05-01,2024-04-24
CUST_00670,33,Male,North,Standard,9.81,7.5,2023-01-12,2023-12-22
CUST_00671,40,Female,East,Standard,7.55,8.2,2024-09-11,2024-04-22
CUST_00672,46,Female,East,Budget,3.44,6.2,2023-01-05,2024-03-21
CUST_00673,21,Female,East,Standard,2.12,7.9,2023-01-21,2024-11-17
CUST_00674,26,Female,South,Standard,5.74,6.5,2024-08-26,2023-06-22
CUST_00675,32,Female,North,Standard,2.89,6.3,2023-06-29,2023-05-11
CUST_00676,62,Female,North,Budget,10.74,6.1,2024-02-10,2024-01-08
CUST_00677,31,Female,West,Standard,10.15,5.6,2023-07-31,2024-09-16
CUST_00678,42,Female,North,Standard,9.64,5.8,2023-02-23,2024-08-27
CUST_00679,39,Female,East,Standard,2.89,6.3,2024-04-17,2023-01-08
CUST_00680,18,Female,West,Budget,2.73,7.1,2024-06-05,2023-03-11
CUST_00681,39,Male,North,Budget,1.79,4.9,2024-02-05,2023-11-13
CUST_00682,39,Female,South,Standard,5.38,7.5,2024-02-21,2024-02-11
CUST_00683,61,Male,West,Standard,5.1,7.6,2024-08-26,2023-01-06
CUST_00684,29,Male,North,Standard,3.13,7.6,2023-12-01,2024-10-20
CUST_00685,59,Male,South,Budget,1.12,6.3,2023-06-02,2024-11-24
CUST_00686,46,Female,West,Standard,2.94,7.5,2024-09-15,2023-07-14
CUST_00687,41,Female,North,Premium,6.55,6.9,2024-05-29,2024-04-15
CUST_00688,49,Female,East,Standard,2.04,6.7,2023-11-11,2023-11-25
CUST_00689,66,Female,South,Premium,15.79,7.8,2023-06-20,2023-10-06
CUST_00690,36,Male,West,Budget,1.25,3.1,2024-08-16,2023-02-10
CUST_00691,37,Female,South,Premium,13.81,4.8,2023-06-15,2024-01-08
CUST_00692,34,Female,South,Standard,7.61,6.9,2023-04-02,2023-01-19
CUST_00693,44,Male,South,Budget,2.62,3.6,2023-10-29,2023-01-16
CUST_00694,53,Female,West,Premium,19.85,5.1,2024-12-30,2023-03-29
CUST_00695,66,Female,South,Standard,5.29,6.9,2023-11-25,2024-05-04
